number;EN;ES;ftu8;utf8;tag;unicode;native
832;man swimming: dark skin tone;Natación del hombre: tono de piel oscuro;<ed><a0><bc><ed><bf><8a><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><8f><8a><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;dark skin tone man swim;U+1F3CA U+1F3FF U+200D U+2642 U+FE0F;🏊 🏿 ‍ ♂ ️
833;woman swimming;Mujer, natación;<ed><a0><bc><ed><bf><8a><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8a><e2><80><8d><e2><99><80><ef><b8><8f>;swim woman;U+1F3CA U+200D U+2640 U+FE0F;🏊 ‍ ♀ ️
834;woman swimming: light skin tone;Natación femenina: tono de piel claro;<ed><a0><bc><ed><bf><8a><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8a><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;light skin tone swim woman;U+1F3CA U+1F3FB U+200D U+2640 U+FE0F;🏊 🏻 ‍ ♀ ️
835;woman swimming: medium-light skin tone;Natación femenina: tono medio de la piel;<ed><a0><bc><ed><bf><8a><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8a><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;medium-light_skin_tone medium-light skin tone swim woman;U+1F3CA U+1F3FC U+200D U+2640 U+FE0F;🏊 🏼 ‍ ♀ ️
836;woman swimming: medium skin tone;Natación femenina: tono de piel medio;<ed><a0><bc><ed><bf><8a><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8a><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;medium skin tone swim woman;U+1F3CA U+1F3FD U+200D U+2640 U+FE0F;🏊 🏽 ‍ ♀ ️
837;woman swimming: medium-dark skin tone;Natación femenina: tono medio-oscuro de la piel;<ed><a0><bc><ed><bf><8a><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8a><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;medium-dark_skin_tone medium-dark skin tone swim woman;U+1F3CA U+1F3FE U+200D U+2640 U+FE0F;🏊 🏾 ‍ ♀ ️
838;woman swimming: dark skin tone;Natación femenina: tono de piel oscuro;<ed><a0><bc><ed><bf><8a><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8a><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;dark skin tone swim woman;U+1F3CA U+1F3FF U+200D U+2640 U+FE0F;🏊 🏿 ‍ ♀ ️
839;person bouncing ball;Persona, despedida, bola;<e2><9b><b9>;<e2><9b><b9>;ball;U+26F9;⛹
84;alien monster;Monstruo extranjero;<ed><a0><bd><ed><b1><be>;<f0><9f><91><be>;alien creature extraterrestrial face fairy tale fantasy monster ufo;U+1F47E;👾
840;person bouncing ball: light skin tone;Bola de rebote de la persona: tono de piel claro;<e2><9b><b9><ed><a0><bc><ed><bf><bb>;<e2><9b><b9><f0><9f><8f><bb>;ball light skin tone;U+26F9 U+1F3FB;⛹ 🏻
841;person bouncing ball: medium-light skin tone;Bola de rebote de la persona: tono de piel de luz media;<e2><9b><b9><ed><a0><bc><ed><bf><bc>;<e2><9b><b9><f0><9f><8f><bc>;ball medium-light_skin_tone medium-light skin tone;U+26F9 U+1F3FC;⛹ 🏼
842;person bouncing ball: medium skin tone;Bola de rebote de la persona: tono de piel medio;<e2><9b><b9><ed><a0><bc><ed><bf><bd>;<e2><9b><b9><f0><9f><8f><bd>;ball medium skin tone;U+26F9 U+1F3FD;⛹ 🏽
843;person bouncing ball: medium-dark skin tone;Bola de rebote de la persona: tono medio-oscuro de la piel;<e2><9b><b9><ed><a0><bc><ed><bf><be>;<e2><9b><b9><f0><9f><8f><be>;ball medium-dark_skin_tone medium-dark skin tone;U+26F9 U+1F3FE;⛹ 🏾
844;person bouncing ball: dark skin tone;Bola de rebote de la persona: tono de piel oscuro;<e2><9b><b9><ed><a0><bc><ed><bf><bf>;<e2><9b><b9><f0><9f><8f><bf>;ball dark skin tone;U+26F9 U+1F3FF;⛹ 🏿
845;man bouncing ball;Hombre, despedida, bola;<e2><9b><b9><ef><b8><8f><e2><80><8d><e2><99><82><ef><b8><8f>;<e2><9b><b9><ef><b8><8f><e2><80><8d><e2><99><82><ef><b8><8f>;ball man;U+26F9 U+FE0F U+200D U+2642 U+FE0F;⛹ ️ ‍ ♂ ️
846;man bouncing ball: light skin tone;Hombre saltando pelota: tono de piel clara;<e2><9b><b9><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;ball light skin tone man;U+26F9 U+1F3FB U+200D U+2642 U+FE0F;⛹ 🏻 ‍ ♂ ️
847;man bouncing ball: medium-light skin tone;Hombre saltando bola: de tono de piel de luz media;<e2><9b><b9><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;ball man medium-light_skin_tone medium-light skin tone;U+26F9 U+1F3FC U+200D U+2642 U+FE0F;⛹ 🏼 ‍ ♂ ️
848;man bouncing ball: medium skin tone;Hombre saltando pelota: tono de piel medio;<e2><9b><b9><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;ball man medium skin tone;U+26F9 U+1F3FD U+200D U+2642 U+FE0F;⛹ 🏽 ‍ ♂ ️
849;man bouncing ball: medium-dark skin tone;Hombre saltando pelota: tono de piel medio-oscuro;<e2><9b><b9><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;ball man medium-dark_skin_tone medium-dark skin tone;U+26F9 U+1F3FE U+200D U+2642 U+FE0F;⛹ 🏾 ‍ ♂ ️
85;robot face;Cara de robot;<ed><a0><be><ed><b4><96>;<f0><9f><a4><96>;face monster robot;U+1F916;🤖
850;man bouncing ball: dark skin tone;Hombre saltando bola: tono de piel oscura;<e2><9b><b9><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;ball dark skin tone man;U+26F9 U+1F3FF U+200D U+2642 U+FE0F;⛹ 🏿 ‍ ♂ ️
851;woman bouncing ball;Mujer, despedida, Pelota;<e2><9b><b9><ef><b8><8f><e2><80><8d><e2><99><80><ef><b8><8f>;<e2><9b><b9><ef><b8><8f><e2><80><8d><e2><99><80><ef><b8><8f>;ball woman;U+26F9 U+FE0F U+200D U+2640 U+FE0F;⛹ ️ ‍ ♀ ️
852;woman bouncing ball: light skin tone;Mujer rebotando bola: el tono de la piel clara;<e2><9b><b9><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;ball light skin tone woman;U+26F9 U+1F3FB U+200D U+2640 U+FE0F;⛹ 🏻 ‍ ♀ ️
853;woman bouncing ball: medium-light skin tone;Mujer rebote balón: de tono de piel de luz media;<e2><9b><b9><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;ball medium-light_skin_tone medium-light skin tone woman;U+26F9 U+1F3FC U+200D U+2640 U+FE0F;⛹ 🏼 ‍ ♀ ️
854;woman bouncing ball: medium skin tone;Mujer rebote balón: tono de piel medio;<e2><9b><b9><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;ball medium skin tone woman;U+26F9 U+1F3FD U+200D U+2640 U+FE0F;⛹ 🏽 ‍ ♀ ️
855;woman bouncing ball: medium-dark skin tone;Mujer saltando bola: de tono de piel medio-oscuro;<e2><9b><b9><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;ball medium-dark_skin_tone medium-dark skin tone woman;U+26F9 U+1F3FE U+200D U+2640 U+FE0F;⛹ 🏾 ‍ ♀ ️
856;woman bouncing ball: dark skin tone;Mujer rebote balón: tono de piel oscura;<e2><9b><b9><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<e2><9b><b9><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;ball dark skin tone woman;U+26F9 U+1F3FF U+200D U+2640 U+FE0F;⛹ 🏿 ‍ ♀ ️
857;person lifting weights;Persona que levanta pesas;<ed><a0><bc><ed><bf><8b>;<f0><9f><8f><8b>;lifter weight;U+1F3CB;🏋
858;person lifting weights: light skin tone;Levantamiento de pesas: tono de piel claro;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bb>;<f0><9f><8f><8b><f0><9f><8f><bb>;lifter light skin tone weight;U+1F3CB U+1F3FB;🏋 🏻
859;person lifting weights: medium-light skin tone;Levantamiento de pesas: tono de piel medio-claro;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bc>;<f0><9f><8f><8b><f0><9f><8f><bc>;lifter medium-light_skin_tone medium-light skin tone weight;U+1F3CB U+1F3FC;🏋 🏼
86;pile of poo;Montón de caca;<ed><a0><bd><ed><b2><a9>;<f0><9f><92><a9>;comic dung face monster poo poop;U+1F4A9;💩
860;person lifting weights: medium skin tone;Levantamiento de pesas: tono de piel medio;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bd>;<f0><9f><8f><8b><f0><9f><8f><bd>;lifter medium skin tone weight;U+1F3CB U+1F3FD;🏋 🏽
861;person lifting weights: medium-dark skin tone;Levantamiento de pesas: tono medio-oscuro de la piel;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><be>;<f0><9f><8f><8b><f0><9f><8f><be>;lifter medium-dark_skin_tone medium-dark skin tone weight;U+1F3CB U+1F3FE;🏋 🏾
862;person lifting weights: dark skin tone;Levantamiento de pesas: tono de piel oscuro;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bf>;<f0><9f><8f><8b><f0><9f><8f><bf>;dark skin tone lifter weight;U+1F3CB U+1F3FF;🏋 🏿
863;man lifting weights;Hombre levantando pesas;<ed><a0><bc><ed><bf><8b><ef><b8><8f><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><8f><8b><ef><b8><8f><e2><80><8d><e2><99><82><ef><b8><8f>;man weight lifter;U+1F3CB U+FE0F U+200D U+2642 U+FE0F;🏋 ️ ‍ ♂ ️
864;man lifting weights: light skin tone;Levantamiento de pesas: tono de piel claro;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;light skin tone man weight lifter;U+1F3CB U+1F3FB U+200D U+2642 U+FE0F;🏋 🏻 ‍ ♂ ️
865;man lifting weights: medium-light skin tone;Levantamiento de pesas: tono de piel medio-claro;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;man medium-light_skin_tone medium-light skin tone weight lifter;U+1F3CB U+1F3FC U+200D U+2642 U+FE0F;🏋 🏼 ‍ ♂ ️
866;man lifting weights: medium skin tone;Levantamiento de pesas: tono de piel medio;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;man medium skin tone weight lifter;U+1F3CB U+1F3FD U+200D U+2642 U+FE0F;🏋 🏽 ‍ ♂ ️
867;man lifting weights: medium-dark skin tone;Levantamiento de pesas: tono de piel medio-oscuro;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;man medium-dark_skin_tone medium-dark skin tone weight lifter;U+1F3CB U+1F3FE U+200D U+2642 U+FE0F;🏋 🏾 ‍ ♂ ️
868;man lifting weights: dark skin tone;Levantamiento de pesas: tono de piel oscuro;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;dark skin tone man weight lifter;U+1F3CB U+1F3FF U+200D U+2642 U+FE0F;🏋 🏿 ‍ ♂ ️
869;woman lifting weights;Mujer, levantamiento, pesos;<ed><a0><bc><ed><bf><8b><ef><b8><8f><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8b><ef><b8><8f><e2><80><8d><e2><99><80><ef><b8><8f>;weight lifter woman;U+1F3CB U+FE0F U+200D U+2640 U+FE0F;🏋 ️ ‍ ♀ ️
87;smiling cat face with open mouth;Cara de gato sonriente con la boca abierta;<ed><a0><bd><ed><b8><ba>;<f0><9f><98><ba>;cat face mouth open smile;U+1F63A;😺
870;woman lifting weights: light skin tone;Mujer levantamiento de pesas: tono de piel clara;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;light skin tone weight lifter woman;U+1F3CB U+1F3FB U+200D U+2640 U+FE0F;🏋 🏻 ‍ ♀ ️
871;woman lifting weights: medium-light skin tone;Levantamiento de pesas mujer: tono de piel de tono medio;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;medium-light_skin_tone medium-light skin tone weight lifter woman;U+1F3CB U+1F3FC U+200D U+2640 U+FE0F;🏋 🏼 ‍ ♀ ️
872;woman lifting weights: medium skin tone;Mujer levantando pesas: tono de piel medio;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;medium skin tone weight lifter woman;U+1F3CB U+1F3FD U+200D U+2640 U+FE0F;🏋 🏽 ‍ ♀ ️
873;woman lifting weights: medium-dark skin tone;Mujer levantando pesas: tono de piel medio-oscuro;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;medium-dark_skin_tone medium-dark skin tone weight lifter woman;U+1F3CB U+1F3FE U+200D U+2640 U+FE0F;🏋 🏾 ‍ ♀ ️
874;woman lifting weights: dark skin tone;Mujer levantando pesas: tono de piel oscura;<ed><a0><bc><ed><bf><8b><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><8f><8b><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;dark skin tone weight lifter woman;U+1F3CB U+1F3FF U+200D U+2640 U+FE0F;🏋 🏿 ‍ ♀ ️
875;person biking;Bicicleta de persona;<ed><a0><bd><ed><ba><b4>;<f0><9f><9a><b4>;bicycle biking cyclist;U+1F6B4;🚴
876;person biking: light skin tone;Persona ciclismo: piel clara tono;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bb>;<f0><9f><9a><b4><f0><9f><8f><bb>;bicycle biking cyclist light skin tone;U+1F6B4 U+1F3FB;🚴 🏻
877;person biking: medium-light skin tone;Persona que biking: tono medio-ligero de la piel;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bc>;<f0><9f><9a><b4><f0><9f><8f><bc>;bicycle biking cyclist medium-light_skin_tone medium-light skin tone;U+1F6B4 U+1F3FC;🚴 🏼
878;person biking: medium skin tone;Persona ciclismo: tono de piel medio;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bd>;<f0><9f><9a><b4><f0><9f><8f><bd>;bicycle biking cyclist medium skin tone;U+1F6B4 U+1F3FD;🚴 🏽
879;person biking: medium-dark skin tone;Persona que biking: tono medio-oscuro de la piel;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><be>;<f0><9f><9a><b4><f0><9f><8f><be>;bicycle biking cyclist medium-dark_skin_tone medium-dark skin tone;U+1F6B4 U+1F3FE;🚴 🏾
88;grinning cat face with smiling eyes;Sonriendo, gato, cara, sonriente, ojos;<ed><a0><bd><ed><b8><b8>;<f0><9f><98><b8>;cat eye face grin smile;U+1F638;😸
880;person biking: dark skin tone;Persona que biking: tono de piel oscuro;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bf>;<f0><9f><9a><b4><f0><9f><8f><bf>;bicycle biking cyclist dark skin tone;U+1F6B4 U+1F3FF;🚴 🏿
881;man biking;Hombre de bicicleta;<ed><a0><bd><ed><ba><b4><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b4><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle biking cyclist man;U+1F6B4 U+200D U+2642 U+FE0F;🚴 ‍ ♂ ️
882;man biking: light skin tone;Hombre de bicicleta: el tono de la piel clara;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle biking cyclist light skin tone man;U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F;🚴 🏻 ‍ ♂ ️
883;man biking: medium-light skin tone;Hombre de bicicleta: de tono de piel de tono medio;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle biking cyclist man medium-light_skin_tone medium-light skin tone;U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F;🚴 🏼 ‍ ♂ ️
884;man biking: medium skin tone;Ciclismo de hombre: tono de piel medio;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle biking cyclist man medium skin tone;U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F;🚴 🏽 ‍ ♂ ️
885;man biking: medium-dark skin tone;Ciclismo de hombre: tono de piel medio-oscuro;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle biking cyclist man medium-dark_skin_tone medium-dark skin tone;U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F;🚴 🏾 ‍ ♂ ️
886;man biking: dark skin tone;Hombre de bicicleta: tono de piel oscura;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle biking cyclist dark skin tone man;U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F;🚴 🏿 ‍ ♂ ️
887;woman biking;Mujer de bicicleta;<ed><a0><bd><ed><ba><b4><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b4><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle biking cyclist woman;U+1F6B4 U+200D U+2640 U+FE0F;🚴 ‍ ♀ ️
888;woman biking: light skin tone;Mujer de bicicleta: tono de piel clara;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle biking cyclist light skin tone woman;U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F;🚴 🏻 ‍ ♀ ️
889;woman biking: medium-light skin tone;Ciclismo de mujer: tono de piel de tono medio;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle biking cyclist medium-light_skin_tone medium-light skin tone woman;U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F;🚴 🏼 ‍ ♀ ️
89;cat face with tears of joy;Cara de gato con lágrimas de alegría;<ed><a0><bd><ed><b8><b9>;<f0><9f><98><b9>;cat face joy tear;U+1F639;😹
890;woman biking: medium skin tone;Mujer ciclismo: tono de piel medio;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle biking cyclist medium skin tone woman;U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F;🚴 🏽 ‍ ♀ ️
891;woman biking: medium-dark skin tone;Mujer ciclismo: tono de piel medio-oscuro;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle biking cyclist medium-dark_skin_tone medium-dark skin tone woman;U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F;🚴 🏾 ‍ ♀ ️
892;woman biking: dark skin tone;Mujer ciclismo: tono de piel oscura;<ed><a0><bd><ed><ba><b4><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b4><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle biking cyclist dark skin tone woman;U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F;🚴 🏿 ‍ ♀ ️
893;person mountain biking;Persona ciclismo de montaña;<ed><a0><bd><ed><ba><b5>;<f0><9f><9a><b5>;bicycle bicyclist bike cyclist mountain;U+1F6B5;🚵
894;person mountain biking: light skin tone;Persona ciclismo de montaña: tono de piel clara;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bb>;<f0><9f><9a><b5><f0><9f><8f><bb>;bicycle bicyclist bike cyclist light skin tone mountain;U+1F6B5 U+1F3FB;🚵 🏻
895;person mountain biking: medium-light skin tone;Ciclismo de montaña persona: tono de piel de tono medio;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bc>;<f0><9f><9a><b5><f0><9f><8f><bc>;bicycle bicyclist bike cyclist medium-light_skin_tone medium-light skin tone mountain;U+1F6B5 U+1F3FC;🚵 🏼
896;person mountain biking: medium skin tone;Persona ciclismo de montaña: tono de piel medio;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bd>;<f0><9f><9a><b5><f0><9f><8f><bd>;bicycle bicyclist bike cyclist medium skin tone mountain;U+1F6B5 U+1F3FD;🚵 🏽
897;person mountain biking: medium-dark skin tone;Ciclismo de montaña persona: tono de piel medio-oscuro;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><be>;<f0><9f><9a><b5><f0><9f><8f><be>;bicycle bicyclist bike cyclist medium-dark_skin_tone medium-dark skin tone mountain;U+1F6B5 U+1F3FE;🚵 🏾
898;person mountain biking: dark skin tone;Persona ciclismo de montaña: tono de piel oscura;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bf>;<f0><9f><9a><b5><f0><9f><8f><bf>;bicycle bicyclist bike cyclist dark skin tone mountain;U+1F6B5 U+1F3FF;🚵 🏿
899;man mountain biking;Hombre ciclismo de montaña;<ed><a0><bd><ed><ba><b5><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b5><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle bike cyclist man mountain;U+1F6B5 U+200D U+2642 U+FE0F;🚵 ‍ ♂ ️
9;winking face;Cara guiñada;<ed><a0><bd><ed><b8><89>;<f0><9f><98><89>;face wink;U+1F609;😉
90;smiling cat face with heart-eyes;Cara de gato sonriente con ojos de corazón;<ed><a0><bd><ed><b8><bb>;<f0><9f><98><bb>;cat eye face love smile;U+1F63B;😻
900;man mountain biking: light skin tone;Hombre ciclismo de montaña: tono de piel clara;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle bike cyclist light skin tone man mountain;U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F;🚵 🏻 ‍ ♂ ️
901;man mountain biking: medium-light skin tone;Hombre ciclismo de montaña: tono de piel de tono medio;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle bike cyclist man medium-light_skin_tone medium-light skin tone mountain;U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F;🚵 🏼 ‍ ♂ ️
902;man mountain biking: medium skin tone;Hombre ciclismo de montaña: tono de piel medio;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle bike cyclist man medium skin tone mountain;U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F;🚵 🏽 ‍ ♂ ️
903;man mountain biking: medium-dark skin tone;Hombre ciclismo de montaña: tono de piel medio-oscuro;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle bike cyclist man medium-dark_skin_tone medium-dark skin tone mountain;U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F;🚵 🏾 ‍ ♂ ️
904;man mountain biking: dark skin tone;Hombre ciclismo de montaña: tono de piel oscura;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;bicycle bike cyclist dark skin tone man mountain;U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F;🚵 🏿 ‍ ♂ ️
